K10a,K10b,K10c,K11a,K11b,K11c,K12a,K12b,K12c,K13a,K13b,K13c,K14a,K14b,K14c,K15a,K15b,K15c,K16a,K16b ,K16c,K17a,K17c,K18a,K18b,K18c,K19a,K19b,K19d,K20a,K20b,K20c,K21a,K21b,K21c
0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,3,4,1,0,1,0,0,0,0,1,0
2,2,0,3,1,2,2,2,1,3,3,3,2,1,2,2,2,1,4,4,4,4,6,1,1,1,2,4,5,3,4,4,5,3,4
0,0,1,0,0,0,2,0,0,1,0,1,0,0,0,0,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1
9,5,5,21,21,22,32,40,26,33,37,25,33,25,19,20,17,10,22,28,27,16,18,16,24,20,13,15,13,12,12,13,14,11,8
1,0,0,2,1,4,3,4,3,6,4,4,7,2,1,4,1,1,3,5,4,2,1,4,6,4,2,2,3,2,1,1,2,1,1
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,12,5,6,9,9,6,4,1,0,3,2,2,6,2,1,4,6,5,4,4,9,7,8,5,4,3,5,3,5,4,3,3
1,0,0,2,1,0,5,5,6,3,3,3,2,1,2,4,0,0,2,1,3,3,1,1,0,0,2,0,1,0,0,0,1,0,0
2,1,0,3,2,1,5,4,3,3,2,0,3,2,1,6,1,2,1,0,0,4,3,0,2,1,1,0,1,1,0,1,1,1,0
1,0,0,0,1,0,2,3,1,3,1,2,3,3,0,1,0,1,5,3,2,6,1,1,2,2,1,1,2,2,2,1,1,0,1
0,1,0,1,0,1,1,1,0,0,0,0,1,0,2,2,1,0,1,1,1,1,1,0,0,0,2,2,2,2,1,1,2,1,1
0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,1,1,0,1,1,1,1,1,0,0,0,2,2,2,3,1,2,2,1,2
0,0,1,0,1,0,0,1,0,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
41,34,42,69,49,74,83,78,79,59,92,107,59,73,86,76,104,113,65,45,52,90,61,70,44,54,50,49,34,36,36,46,41,43,37
3,5,2,2,4,2,3,4,1,6,5,5,3,3,3,6,3,2,3,8,5,5,8,6,4,4,5,4,5,5,4,5,5,6,6
17,18,20,29,29,30,32,39,41,23,51,66,23,37,42,33,41,36,33,22,25,59,37,16,14,11,17,16,6,15,13,18,15,13,15
148,96,185,115,121,146,133,107,153,96,127,184,111,128,155,128,201,215,138,99,98,111,109,132,141,132,108,109,88,106,112,108,111,108,109
36,28,36,23,31,27,37,31,41,29,48,49,28,39,44,43,55,52,32,30,26,51,40,34,28,27,33,33,40,36,35,37,37,39,37
46,38,55,52,56,68,76,72,87,39,51,72,48,72,79,75,105,118,64,46,45,57,54,45,44,45,52,53,43,55,54,52,53,59,51
15,13,14,15,15,18,11,14,13,14,17,14,16,17,11,13,14,13,10,13,9,6,8,11,12,13,14,18,22,19,16,15,17,11,16
4,2,0,3,3,2,5,1,2,5,1,2,5,3,3,3,1,1,1,1,2,3,2,1,4,3,0,0,2,1,0,0,1,1,2
2,1,1,1,1,0,2,2,2,3,2,2,1,1,1,2,2,1,3,4,4,3,4,1,1,2,4,3,4,4,5,5,4,4,5
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,1,3,2,2,2,1,1,4,3,3,4,0,0,6,2,1,2,5,6,4,4,3,3,3,1,2,3,2,2,2,2,3,1
8,6,7,2,2,2,9,9,9,8,8,8,2,3,2,9,5,7,4,4,4,8,5,0,2,2,4,3,3,3,3,3,4,4,3
32,26,25,48,51,51,70,82,75,55,58,55,39,34,31,53,62,65,41,46,45,42,44,35,41,33,44,46,49,44,42,46,46,45,43
0,1,0,0,1,1,0,0,0,1,2,0,2,1,0,0,0,0,0,1,1,2,1,0,0,0,0,1,3,0,0,0,0,0,0
7,5,2,9,7,8,8,8,7,10,12,12,10,7,9,11,6,1,8,5,3,12,8,7,5,5,16,13,10,12,11,12,14,12,12
0,1,0,0,1,0,0,0,0,3,1,2,3,0,0,0,0,0,0,0,0,2,2,0,0,0,3,1,1,1,1,2,2,2,1
0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,2,1,1,3,1,1,1,0,1,1
33,38,43,27,31,30,29,29,37,28,44,41,23,33,39,38,54,45,39,42,36,30,41,21,25,28,50,47,37,49,44,46,44,50,47
63,52,69,115,89,139,65,65,77,52,86,93,85,121,124,69,85,96,70,69,69,77,69,81,73,74,69,63,58,73,68,65,64,67,69
9,7,10,33,24,38,19,13,11,9,16,12,28,34,35,18,26,28,17,16,15,22,11,29,32,24,7,9,7,6,8,9,10,8,6
1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16,20,17,24,22,51,15,17,14,19,12,17,28,59,38,20,17,18,14,19,19,36,22,19,26,23,14,16,13,12,11,12,14,14,15
0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,2,2,1,0,0,0,0,0,1,3,2,2,2,1,2,1,1
1,2,2,2,3,2,6,6,5,2,2,2,2,5,2,7,6,5,6,8,6,8,9,9,5,5,12,8,10,9,9,10,10,8,9
25,32,27,36,36,34,34,36,37,34,39,38,41,39,36,28,25,26,16,24,24,40,36,20,25,24,31,29,25,30,26,31,29,27,27
5,13,4,13,15,10,9,10,5,18,5,5,12,5,7,8,3,3,3,17,15,11,20,7,10,9,18,14,16,17,15,14,14,15,11
1,0,1,1,1,1,2,3,2,2,2,2,2,2,3,3,2,0,2,2,2,1,1,2,3,3,4,2,3,3,2,2,3,2,2
2,2,2,1,0,1,1,1,1,2,2,3,1,2,2,2,2,3,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,3,3,3,4,4,4,3,4,5,5,4,4,3,5,2,4,1,5,5,4,4,5,7,7,4,4,4,3,5,2,4,4,4
3,4,2,3,3,3,4,2,3,6,2,3,5,5,6,5,2,1,2,3,1,4,4,2,5,3,3,4,3,4,3,4,2,3,3
6,5,3,7,8,7,8,9,7,8,9,5,9,8,8,8,5,6,5,6,7,5,10,2,3,2,13,12,12,13,11,12,13,13,13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,2,1,1,2,3,3,0,0,0,1,3,2,0,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1
0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1
22,24,25,17,20,19,22,21,18,13,22,13,13,16,13,16,19,18,26,24,22,26,26,29,27,28,19,19,15,18,17,19,18,21,21
20,21,18,15,17,15,16,13,11,11,14,7,11,13,10,11,12,9,19,17,14,22,26,23,18,20,12,13,10,10,12,10,11,13,13
22,24,25,17,21,19,22,21,18,13,22,13,13,16,13,16,19,18,24,24,22,26,28,27,25,27,19,19,15,18,17,19,18,21,21
13,12,13,9,12,12,15,13,10,6,12,5,6,9,6,8,12,7,15,13,12,19,21,19,17,18,7,8,4,8,8,7,7,10,10
10,11,10,8,8,11,11,10,8,4,10,3,4,8,5,5,5,4,7,5,5,17,12,9,6,7,6,6,4,6,6,6,5,7,8
0,0,0,2,1,0,1,2,0,2,3,0,1,0,0,1,0,0,0,1,1,1,3,1,0,1,1,1,2,1,2,1,1,1,2
0,0,0,2,1,0,1,2,0,2,3,0,1,0,0,1,0,0,0,1,1,1,3,1,0,1,1,1,2,1,2,1,1,1,2
3,6,2,8,5,4,8,4,8,7,6,6,6,5,4,7,8,8,7,3,5,6,9,0,2,3,5,5,7,8,8,4,8,6,5
0,0,0,2,0,0,0,3,2,2,2,1,0,0,0,0,0,0,0,1,1,1,3,0,0,0,2,2,2,1,2,2,2,1,2
5,9,8,6,5,4,10,8,7,8,4,7,7,4,2,10,9,10,5,8,7,2,4,1,2,2,14,11,12,12,10,13,14,13,13
0,2,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,2,6,3,6,7,5,2,2,3,0,7,9,6,4,2,0,1,1,3,2,2,0,1,1,8,8,8,6,7,8,9,8,7
4,5,6,6,8,7,3,5,4,8,5,8,3,2,5,6,5,3,1,4,2,8,5,1,0,0,1,2,2,3,2,3,3,3,2
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,9,9,11,9,10,9,9,13,13,12,12,9,9,7,11,10,6,12,11,15,9,13,2,3,6,19,20,14,16,16,16,19,14,18
5,2,4,1,2,1,8,7,6,3,4,4,1,3,2,8,5,3,3,2,2,4,5,4,1,2,2,4,3,3,3,3,3,3,2
4,2,3,1,2,1,2,2,1,1,3,3,1,3,2,2,1,1,2,1,1,2,2,0,1,2,1,2,2,2,2,2,1,2,1
3,4,2,6,8,6,5,8,4,2,5,2,4,9,6,3,3,4,5,10,6,4,4,0,2,4,8,6,5,6,5,7,5,5,3
3,5,4,8,6,6,5,6,7,8,2,4,7,1,2,9,4,3,3,8,10,14,9,9,10,7,9,9,7,8,8,8,7,8,7
1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0
10,8,5,17,18,16,24,20,22,23,21,16,18,16,17,20,10,9,16,14,14,16,18,21,19,23,13,14,12,15,16,15,14,16,13
0,0,0,2,1,0,1,1,1,1,1,0,1,2,0,1,0,0,1,2,1,3,3,0,0,0,1,1,1,1,0,0,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16,19,18,24,35,27,25,27,23,38,27,20,28,37,30,23,26,31,21,33,36,35,68,17,25,23,44,41,37,47,37,45,36,41,41
2,2,3,1,3,3,2,4,2,3,2,5,3,3,4,4,3,6,4,2,4,6,3,1,1,0,5,2,3,3,3,4,3,5,4
2,3,3,2,2,4,1,2,2,3,2,3,3,3,3,2,3,5,3,3,5,2,3,0,0,0,4,3,5,3,4,5,5,3,4
2,1,0,2,1,3,2,2,1,3,3,1,1,7,2,2,1,1,0,1,2,2,2,1,1,0,4,4,4,4,2,1,2,4,3
2,2,1,6,1,5,3,2,1,4,3,1,1,2,3,1,0,1,0,2,1,3,3,3,2,2,0,0,0,0,0,1,1,0,1
0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,6,2,5,4,4,5,6,3,4,3,0,4,0,1,3,1,2,5,5,4,6,6,7,9,7,5,4,6,6,5,5,5,4,4
3,2,1,7,3,7,5,3,0,5,3,3,5,5,1,7,2,0,2,6,5,7,3,2,2,1,8,6,7,3,5,6,7,5,5
2,2,1,5,2,4,4,6,8,6,6,8,5,5,5,3,7,7,11,10,9,8,9,13,13,12,6,5,6,8,4,7,7,6,7
1,1,0,1,1,3,3,4,6,2,2,3,1,2,2,2,3,5,7,7,7,4,4,7,10,8,3,3,3,4,3,3,3,3,3
2,1,2,2,1,1,1,1,1,3,1,2,1,2,2,2,1,1,2,0,1,1,1,0,0,0,2,1,2,1,2,2,1,1,1
99,81,114,105,167,90,111,88,99,99,131,176,107,99,118,103,142,144,153,111,113,140,162,146,131,119,86,89,77,85,86,97,91,85,86
32,22,36,30,38,29,35,31,36,37,41,59,33,37,40,33,55,54,51,39,33,27,34,36,38,35,28,27,23,25,26,28,28,24,26
2,3,6,14,15,11,6,10,0,21,10,10,17,17,17,31,13,22,13,13,15,11,12,10,11,11,12,13,7,6,9,11,6,7,5
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,1,1
0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
47,39,59,49,59,58,46,49,63,40,47,68,38,55,59,46,70,88,43,35,35,27,31,27,25,24,37,35,34,35,38,36,38,36,37
1,2,0,14,19,10,1,1,0,5,1,0,15,10,5,2,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0
1,2,1,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,1,2,1,0,3
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,0,0,2,0,7,5,2,6,2,2,3,1,1,5,3,4,10,12,11,3,4,3,2,0,13,13,13,13,14,11,10,13,13
39,48,39,42,43,43,19,19,18,5,6,5,46,52,46,16,14,13,6,9,7,0,0,15,18,16,38,34,33,40,38,36,37,32,34
10,9,2,7,6,8,4,2,1,1,0,0,10,10,8,3,0,0,1,1,0,0,0,2,3,1,7,8,7,9,7,9,7,7,7
0,0,0,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,2,1,0,1,1,0,0
3,3,3,3,3,4,2,2,2,1,1,1,5,4,5,3,3,4,2,2,2,1,1,2,2,2,4,4,3,4,4,4,3,4,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,95,115,141,158,186,181,184,204,150,254,284,95,167,197,168,234,236,312,202,194,201,175,42,37,34,143,139,82,105,112,132,113,121,107
96,81,101,121,139,161,160,161,179,127,226,254,75,145,175,148,206,212,288,173,168,181,161,29,24,22,123,119,65,85,93,113,93,102,86
13,11,16,21,19,27,24,22,25,24,25,36,34,25,26,30,38,39,31,23,20,26,27,12,13,11,21,20,20,18,15,21,21,22,19
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,1,0,0
2,2,0,5,4,0,2,2,3,4,2,1,2,1,1,1,0,0,2,2,3,4,4,1,1,1,4,3,4,3,3,5,3,3,3
4,5,2,11,13,8,10,10,5,18,8,6,18,11,9,7,4,4,10,17,17,15,15,12,18,15,14,15,14,12,12,10,11,13,15
0,0,0,0,0,1,1,0,1,2,1,1,0,0,0,0,0,0,3,2,2,3,4,2,1,1,3,1,2,3,2,4,2,3,3
0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,12,1,8,7,2,3,2,2,7,5,3,10,2,2,4,3,2,3,3,4,4,12,9,6,7,5,3,3,2,2,2,3,2,2
1,0,1,0,2,1,1,1,1,1,1,2,0,0,0,1,0,1,0,1,2,0,1,0,1,2,1,0,0,1,1,1,0,1,0
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,2,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,1,0,1,1,0,0,0,0,1,0,2,0,1,1,0,0,0,1,0,2,0,0,2,2,1,1,1,2,2,1,1
0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0
0,0,0,1,1,0,1,1,0,0,0,0,0,0,2,0,1,1,0,0,0,1,0,2,0,0,2,2,1,1,1,2,2,1,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,10,6,5,10,5,7,5,5,8,6,6,9,7,7,5,5,6,4,4,2,5,9,8,7,6,4,6,7,4,5,3,5,4,4
2,1,2,2,3,2,1,2,2,3,2,2,4,1,0,2,3,2,2,2,1,3,7,3,2,2,2,3,3,2,1,1,1,1,1
1,1,1,2,2,1,1,1,2,3,0,0,4,2,0,1,0,0,1,0,0,3,5,3,1,1,0,1,2,0,0,0,0,0,0
0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
2,2,1,2,3,2,3,4,4,2,2,2,2,1,2,3,4,3,1,3,3,2,3,0,3,3,1,3,4,3,2,3,3,3,3
1,2,1,2,3,2,2,2,2,3,1,2,3,1,2,2,2,2,0,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,2,1,4,3,3,5,5,3,3,2,5,3,3,5,2,3,5,11,5,1,4,5,7,5,7,6,6,4,3,5,4,6,6
0,2,1,0,2,1,0,1,1,0,1,0,3,0,0,1,0,0,2,8,2,0,1,4,5,3,3,2,2,2,1,2,2,2,2
0,2,0,0,0,1,0,1,2,0,1,0,3,0,0,1,0,0,2,4,1,0,2,1,2,2,3,3,3,2,1,3,2,3,3
0,2,1,0,2,1,0,1,1,0,1,0,2,0,0,1,0,0,2,7,1,0,0,3,4,3,3,2,2,2,1,2,2,2,2
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,13,5,6,8,6,9,9,9,20,17,11,5,5,4,7,2,2,4,7,7,7,16,10,14,10,5,9,6,6,6,6,5,7,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,2,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,1,1,1,1,1,1,2,0,0,2,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,2,3,0,1,3,2,5,0,1,2,0,0,4,0,0,2,4,3,1,4,1,0,0,3,3,1,0,0,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4,3,10,11,15,14,6,7,3,7,2,8,7,11,16,4,7,14,4,5,4,1,3,4,7,4,2,1,0,0,0,2,1,0,0
6,10,2,24,15,12,7,7,3,17,8,7,20,8,6,4,1,1,3,10,8,3,5,12,12,11,18,19,18,12,9,21,13,14,11
6,10,2,24,15,12,7,7,3,17,8,7,20,8,5,4,2,1,4,10,8,3,5,12,12,11,18,19,18,12,10,20,13,14,11
5,8,2,19,13,12,7,7,3,13,7,7,14,7,5,3,1,1,3,6,7,2,3,11,11,11,12,12,10,8,5,14,10,9,6
7,6,5,11,10,12,1,2,1,6,6,1,6,12,11,2,4,0,4,4,4,9,7,6,3,2,12,13,7,5,8,12,8,11,7
3,2,3,3,3,3,1,2,2,3,3,3,5,4,4,2,3,2,2,4,3,3,3,7,5,3,10,9,10,12,11,8,10,9,8
5,4,5,6,10,9,3,4,4,4,6,5,5,6,7,5,8,5,7,7,8,4,5,8,6,7,14,13,10,9,13,9,14,12,10
3,2,3,3,3,3,1,2,2,5,3,3,5,4,4,2,3,2,2,4,3,3,4,4,6,5,12,11,10,13,12,9,11,10,9
1,0,0,0,0,0,1,0,0,2,1,0,2,0,0,0,0,0,1,0,0,2,2,2,1,1,5,6,5,7,7,6,4,8,6
2,0,0,3,4,3,1,1,1,1,1,0,1,0,2,2,4,0,4,3,4,1,1,4,1,1,7,6,5,4,5,3,6,5,4
1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,2,3,1,1,4,5,5,7,6,5,3,7,6
0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2,1,1,0,2,2,1,3,3,2,3,3,2,3,2,3
0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3,2,2,3,5,2,5,2,3,3,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,2,3,3,0,0,1,2
0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,0,1,2,2,1,1,4,6,4,5,7,5,3,6,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,2,2,2,2,2,3,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,2,1,2,2,2,2,1,2
1,1,1,0,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,2,2,1,2,2,2,2,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,2,3,2,2,1,3,3
1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,1,3,2,4,3,3,5,4,2,3,6,4,6,4,4,3,1,2,2,6,5,1,0,0,3,3,5,3,4,4,3,5,2
0,1,1,3,2,4,2,3,4,4,2,3,6,4,5,3,4,3,0,2,2,5,4,1,0,0,3,3,5,3,4,4,3,5,2
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,4,6,7,6,8,10,9,6,5,4,5,6,7,7,7,5,4,12,8,8,4,11,3,5,5,3,4,3,4,3,4,3,4,2
1,1,2,1,2,2,1,3,1,1,1,1,1,2,1,0,1,1,2,2,2,1,1,0,2,1,1,0,1,1,0,1,1,1,1
1,1,2,2,2,2,1,2,1,1,1,1,1,1,1,0,1,1,1,2,2,1,1,0,2,1,1,0,1,1,0,1,1,1,1
7,6,7,7,7,10,5,5,6,5,8,7,6,8,6,6,7,8,5,6,4,2,3,3,4,3,7,5,5,7,6,6,5,6,6
4,4,4,3,4,4,3,4,4,4,5,5,3,4,3,3,4,4,3,5,3,2,3,2,3,3,5,3,3,5,4,4,3,3,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,0,1,2,3,1,4,3,5,5,3,2,1,3,2,2,1,3,2,7,4,1,7,2,4,4,2,3,1,2,2,2,2,2,2
1,1,1,1,1,1,0,1,1,2,2,1,2,1,2,1,0,0,0,0,0,1,1,1,0,0,2,3,3,2,2,2,2,2,2
0,0,0,2,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,3,2,2,0,0,1,2,1,0,0,1,1,1,0,0,0,2,2,1,1,3,2,4,0,1,1,1,1,1,1,1,0
0,0,0,2,2,1,0,0,1,2,1,0,0,1,1,0,0,0,0,1,1,0,1,2,1,2,0,1,1,1,1,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
4,8,6,7,9,5,2,4,4,8,4,4,9,8,5,3,6,6,3,5,5,5,4,7,6,4,7,5,6,5,4,6,5,7,5
0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
6,5,5,7,7,3,6,5,6,4,6,7,4,4,5,7,3,4,5,6,8,8,5,3,5,5,3,3,6,3,2,3,4,1,2
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,4,1,0,2,7,4,5,3,5,4,3,1,2,4,2,1,3,3,3,2,2,2,3,3,2,2,2,2,2,2,2,2,2
6,4,6,4,3,5,12,14,15,7,9,10,6,4,4,6,5,3,7,6,6,3,4,4,5,5,5,4,4,6,4,5,5,4,4
2,1,2,2,3,2,5,7,7,2,2,1,2,2,1,2,2,1,1,3,2,0,2,2,2,2,3,1,1,2,1,1,2,2,2
3,3,4,1,1,2,8,10,11,3,5,6,3,1,2,3,1,0,2,3,3,2,4,2,3,3,3,2,2,2,2,2,2,2,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,1,3,2,2,3,3,4,1,2,1,3,3,4,3,3,0,2,2,1,1,1,0,0,0,1,1,2,1,1,1,2,1,1
1,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,6,5,7,7,6,6,4,5,5
